ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;LOK_NR;LOK_NAVN;LOK_KOM;LOK_PLASS;LOK_KAP;LOK_ENHET
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;35317;LITJEVIKA;DYRØY;SJØ;3600;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11338;YTRE STRÆTE;TJELDSUND;SJØ;6600;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11399;BOGELVA;KVÆFJORD;SJØ;3600;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;17176;HOLANDSELV;KVÆFJORD;SJØ;4395;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;26055;TOPPSUND Ø;HARSTAD;SJØ;5670;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;30236;TOPPSUND V;HARSTAD;SJØ;5670;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11381;DYPINGEN;HARSTAD;SJØ;3900;TN
957175708;AKVAFARM AS;BERGSFJORDVEIEN 1122;9385;SKALAND;13946;SØRFJORDEN;DYRØY;LAND;0;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;36717;VINDHAMMARNESET;SENJA;SJØ;5000;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;36077;MOLLVIKA;HARSTAD;SJØ;5780;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;35237;DURMÅLSVIKA;SENJA;SJØ;5670;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;34137;SKÅRLIODDEN;SENJA;SJØ;6000;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;31397;OTERNESET;HARSTAD;SJØ;8000;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;30216;KVITFLOGET;SENJA;SJØ;6615;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;23056;LEKANGSUND II;SENJA;SJØ;7560;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;23055;STORVIKA V;DYRØY;SJØ;4315;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;13531;SKOGSHAMN;DYRØY;SJØ;5280;TN
958916116;ASTAFJORD SMOLT AS;FOLDVIKNESET 3;9470;GRATANGEN;11325;FOLDVIK;GRATANGEN;LAND;3000000;STK
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;36257;MJØNES;KARLSØY;SJØ;7200;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10757;DÅVØYA;KARLSØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10759;KARANES;KARLSØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;16736;KÅVIKA;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;27476;SOLHEIM;KARLSØY;SJØ;7200;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;29476;KLOKKARDALEN;TROMSØ;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;34457;LANGÅS;KARLSØY;SJØ;7200;TN
981137299;ASTAFJORD SLAKTERI AS;KYSTKULTURVEIEN 1747;9470;GRATANGEN;33137;BRATTBERG;GRATANGEN;SJØ;900;TN
989278835;NOFIMA AS;POSTBOKS 6122 STAKKEVOLLAN;9291;TROMSØ;11378;ØVERGÅRDEN;HARSTAD;SJØ;2700;TN
996385035;SØRROLLNESFISK AS;IBESTADVEIEN 3446;9450;HAMNVIK;11363;ENKELTSTEIN;IBESTAD;SJØ;5900;TN
996385035;SØRROLLNESFISK AS;IBESTADVEIEN 3446;9450;HAMNVIK;11351;TROLLVIKA;TJELDSUND;SJØ;5900;TN
996385035;SØRROLLNESFISK AS;IBESTADVEIEN 3446;9450;HAMNVIK;31817;SVARTSKJÆR;IBESTAD;SJØ;5400;TN
996385035;SØRROLLNESFISK AS;IBESTADVEIEN 3446;9450;HAMNVIK;13306;YSTEVIKA;TJELDSUND;SJØ;4500;TN
837564832;BREIVOLL MARINE PRODUKTER AS;BREIVOLLVEIEN 12;9450;HAMNVIK;33237;BREIVOLL;IBESTAD;SJØ;700;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;45083;VORTERØYSKAGEN;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10753;STRANDMO;KARLSØY;SJØ;3600;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;13518;ANGSTAUREN;TROMSØ;SJØ;5670;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;15657;KÅGEN;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;25855;TUSSØYA;TROMSØ;SJØ;3600;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;30877;SESSØYA;TROMSØ;SJØ;7200;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;31457;SKARVESTEIN;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;35597;FOLLESØY;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;36237;VORTERØYA;SKJERVØY;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10747;FUTNES;KARLSØY;SJØ;3600;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;35318;SORTEVIKA;DYRØY;SJØ;2700;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;31398;FINNVIK;TROMSØ;SJØ;5670;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;36757;LUBBEN;KARLSØY;SJØ;5670;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;39737;VINTERNESET;KARLSØY;LAND;0;STK
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10735;ÅRØYA;LYNGEN;SJØ;5400;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10754;GLIMBUKTA;KARLSØY;SJØ;2700;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;10734;GOURTESJOUKA;GÁIVUOTNA - KÅFJORD - KAIVUONO;SJØ;3600;TN
990820414;SKARDALEN SETTEFISK AS;SKARDALEN;9144;SAMUELSBERG;13192;SKARDALEN;GÁIVUOTNA - KÅFJORD - KAIVUONO;LAND;2500000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10570;ULØY;NORDREISA;SJØ;1500;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45000;Svartberget;KVÆNANGEN;SJØ;2700;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10724;KLOKKSTEIN;NORDREISA;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10808;HJELLBERGET;KVÆNANGEN;SJØ;5400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10806;RAKKENES;KVÆNANGEN;SJØ;5400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10803;FJELLBUKT;KVÆNANGEN;SJØ;5400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10804;KARVIKA;KVÆNANGEN;SJØ;2700;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;15659;NØKLAN;KVÆNANGEN;SJØ;1800;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;35997;KVITEBERG;KVÆNANGEN;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30417;SLETTNESET;KVÆNANGEN;SJØ;490;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;45142;YTRE BALTSFJORD;SENJA;SJØ;3600;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;32537;BALTSFJORD;SENJA;SJØ;3600;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;11433;FINNVIKA S;SENJA;SJØ;4500;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;30517;TRÆLVIKA;SENJA;SJØ;5700;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;30518;ØRNFJORDBOTN;SENJA;SJØ;1800;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;30757;SKOG;SENJA;SJØ;2830;TN
990970602;NRS FARMING AS;POSTBOKS 17;9510;ALTA;37357;BRENSHOLMEN;TROMSØ;SJØ;5670;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;35337;SMÅVÆR;TROMSØ;SJØ;8500;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;37297;LARSTANGEN;KARLSØY;SJØ;7200;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;11350;LAVIKA;SENJA;SJØ;4680;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;11355;FLESEN;SENJA;SJØ;3600;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;15860;KVENBUKTA V;SENJA;SJØ;3900;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;13949;HAGEBERGAN;SKJERVØY;SJØ;3600;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;36178;HAUKØYA Ø;SKJERVØY;SJØ;5000;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;16015;RUSSELVA;NORDREISA;SJØ;3500;TN
994613405;ARNØY LAKS AS;LAUKSUNDVEIEN 139;9194;LAUKSLETTA;30117;SKOGNES;SKJERVØY;SJØ;3590;TN
994613405;ARNØY LAKS AS;LAUKSUNDVEIEN 139;9194;LAUKSLETTA;30217;STORELVA;SKJERVØY;SJØ;3590;TN
994613405;ARNØY LAKS AS;LAUKSUNDVEIEN 139;9194;LAUKSLETTA;33097;SKJERVØY V;SKJERVØY;SJØ;3600;TN
994613405;ARNØY LAKS AS;LAUKSUNDVEIEN 139;9194;LAUKSLETTA;10726;ULØYBUKT;SKJERVØY;SJØ;3590;TN
985940460;LERØY AURORA AS;POSTBOKS 2123;9267;TROMSØ;27737;SKJERVØY;SKJERVØY;SJØ;1800;TN
895366722;ARNØY LAKS SLAKTERI AS;LAUKSUNDVEIEN 139;9194;LAUKSLETTA;32357;SKARET;SKJERVØY;SJØ;1000;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;36477;SANDØRA;SKJERVØY;LAND;12000000;STK
975862801;ELVEVOLL SETTEFISK AS;GOASKAT 39;9046;OTEREN;10741;STORELVA ELVEVOLLEN;STORFJORD - OMASVUOTNA - OMASVUONO;LAND;2500000;STK
917533539;FJORDSMOLT AS;FJORDVEIEN 832;9446;GROVFJORD;11335;HELLAREN;TJELDSUND;LAND;4000000;STK
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;31097;ROTVIKA;SALANGEN;SJØ;600;TN
916157509;SALANGFISK AS;SALANGSVERKET 91;9350;SJØVEGAN;36357;SALANGSVERKET;SALANGEN;LAND;6000000;STK
921601123;SJURELV FISKEOPPDRETT AS;FJORDVEGEN 255;9107;KVALØYA;29458;BLÅMANNSVIK;TROMSØ;SJØ;1890;TN
921601123;SJURELV FISKEOPPDRETT AS;FJORDVEGEN 255;9107;KVALØYA;35838;VENGSØY;TROMSØ;SJØ;1890;TN
921601123;SJURELV FISKEOPPDRETT AS;FJORDVEGEN 255;9107;KVALØYA;13804;ROGNDALEN;TROMSØ;SJØ;1890;TN
980900754;HAVBRUKSSTASJONEN I TROMSØ AS;SKARSFJORDVEGEN 860;9131;KÅRVIK;10767;INDRE KÅRVIK LAND;TROMSØ;LAND;45;TN
980900754;HAVBRUKSSTASJONEN I TROMSØ AS;SKARSFJORDVEGEN 860;9131;KÅRVIK;15236;SKULGAMBUKT;TROMSØ;SJØ;975;TN
980900754;HAVBRUKSSTASJONEN I TROMSØ AS;SKARSFJORDVEGEN 860;9131;KÅRVIK;10768;INDRE KÅRVIK I;TROMSØ;SJØ;650;TN
980900754;HAVBRUKSSTASJONEN I TROMSØ AS;SKARSFJORDVEGEN 860;9131;KÅRVIK;10560;KÅRVIK;TROMSØ;SJØ;650;TN
970422528;UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET;POSTBOKS 6050 STAKKEVOLLAN;9037;TROMSØ;10765;NFH BYGG;TROMSØ;LAND;875;KG
918976523;SIFT GROUP AS;NANSENVEGEN 20A;9007;TROMSØ;39497;SKITTENELV II;TROMSØ;LAND;20;TN
921634056;ARCTIC OFFSHORE FARMING AS;POSTBOKS 2608;7414;TRONDHEIM;40217;FELLESHOLMEN;TROMSØ;SJØ;5990;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;11365;GJERVIKA;SENJA;SJØ;4500;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;24175;YTRE LAVOLLSFJORD;SENJA;SJØ;3600;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;24155;YTRE JØVIK;SENJA;SJØ;5400;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;13305;BARBOGEN;SENJA;SJØ;3780;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;37057;MJØSUND VEST;IBESTAD;SJØ;5670;TN
933591530;WILSGÅRD FISKEOPPDRETT AS;VÆRNESVEIEN 105;9381;TORSKEN;22495;VÆRNES;SENJA;SJØ;1400;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;22515;FLAKSTADVÅG HAVN;SENJA;SJØ;150;TN
937543948;SALMAR SETTEFISK AS;C/O SALMAR AS;7266;KVERVA;11333;JØVIK;SENJA;LAND;36800000;STK
937375158;AKVAPLAN-NIVA AS;FRAMSENTERET, POSTBOKS 6606 STAKKEVOLLAN;9296;TROMSØ;11431;RUBBESTAD;SENJA;LAND;780;TN
922974632;GREENAQUANOR AS;C/O OLAV- STEINAR HILMARSEN, BERGVOLLVEGEN 19;9021;TROMSDALEN;45107;ELVEVOLL;BALSFJORD;LAND;90;TN
958973306;SALMAR AS;INDUSTRIVEIEN 51;7266;KVERVA;45089;KLUBBEN;SENJA;SJØ;3000;TN
937375158;AKVAPLAN-NIVA AS;FRAMSENTERET, POSTBOKS 6606 STAKKEVOLLAN;9296;TROMSØ;10764;KRAKNES;TROMSØ;LAND;50;TN
821645042;KNIVE LAKS AS;SVELVIKVEIEN 260;3037;DRAMMEN;45007;Bussesundet;VARDØ;LAND;0;STK
921136846;SØRSMOLT AS;VELØYVEIEN 151;3234;SANDEFJORD;12961;KJØLEBRØNN;KRAGERØ;LAND;0;STK
887850852;FOSSING STORSMOLT AS;FOSSINGVEIEN 148;3790;HELLE;38917;FOSSING;KRAGERØ;LAND;636;TN
915308775;HIMA SEAFOOD RJUKAN AS;MORENEFARET 5;4340;BRYNE;36957;RJUKAN I;TINN;LAND;2400;STK
915308775;HIMA SEAFOOD RJUKAN AS;MORENEFARET 5;4340;BRYNE;36977;RJUKAN II;TINN;LAND;4550;TN
995640996;OCEAN FARMING AS;KVERVA;7266;KVERVA;33757;HÅBRANDEN;FRØYA;SJØ;6240;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;37437;FAGERHOLMEN;FRØYA;SJØ;3120;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;45109;SKJELVIKA;FRØYA;LAND;0;STK
920062210;VIKINGBASE SMOLT AS;RISSA;7100;RISSA;45059;VIKINGBASE I;Indre Fosen;LAND;0;STK
989041819;VAL SKOLER AS;HESTVIKVEGEN 73;7970;KOLVEREID;45085;VAL;NÆRØYSUND;LAND;3,4;TN
921716605;SVABERGET SMOLT AS;MARØYVEGEN 110;7900;RØRVIK;39717;SVABERGET;NÆRØYSUND;LAND;0;STK
937543948;SALMAR SETTEFISK AS;C/O SALMAR AS;7266;KVERVA;45116;TJUIN INDUSTRIOMRÅDE;STEINKJER;LAND;20000000;STK
0;HJELLESET, ROY;GRØTTELANDSVEGEN 27;4436;GYLAND;11851;GYLAND;FLEKKEFJORD;LAND;50000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10581;FJELLSÆ I;FLEKKEFJORD;LAND;2500000;STK
994224514;KORSHAVN HAVBRUK AS;KORSHAVN 15;4586;KORSHAMN;30657;REVØY;LYNGDAL;SJØ;780;TN
916066899;BULANDET MILJØFISK AS;NORDSJØVEGEN 938;6987;BULANDET;45065;GJØRØY NORD II;ASKVOLL;LAND;0;STK
995633892;NEKST AS;MAGNUS THINGNESGATE 1;6905;FLORØ;45124;LAUKELANDSØYNA;ASKVOLL;SJØ;3120;TN
974557592;AUSTEVOLL VIDAREGÅANDE SKULE;-;;-;45131;AUSTEVOLL VGS;AUSTEVOLL;LAND;2;TN
971349077;HAVFORSKNINGSINSTITUTTET;POSTBOKS 1870 NORDNES;5817;BERGEN;16195;SAUANESET II;AUSTEVOLL;LAND;200;TN
930391328;AS BOLAKS;FUSAVEGEN 281;5640;EIKELANDSOSEN;45100;KOMFARHOLMEN;BJØRNAFJORDEN;LAND;10000;TN
921612737;SMART SALMON FOODS AS;SJØGATA 4A;6770;NORDFJORDEID;45008;Smørhamn;BREMANGER;LAND;5000;TN
918858741;VIKING AQUA AS;SANDVIKSBODENE 1B;5035;BERGEN;45030;Rørvikneset I;GULEN;LAND;0;STK
918858741;VIKING AQUA AS;SANDVIKSBODENE 1B;5035;BERGEN;45031;Rørvikneset II;GULEN;LAND;27400;TN
920846688;TELAVÅG SETTEFISK AS;C/O KRISTIAN STEINESTØ, FLOTEVEGEN 112;5337;RONG;45064;SELSTØVÅGEN;ØYGARDEN;LAND;0;STK
913235967;FREDRIKSTAD SEAFOODS AS;C/O ØRA INDUSTRIPARK AS, ØRAVEIEN 2;1630;GAMLE FREDRIKSTAD;35778;FREDRIKSTAD INNOVASJONSPARK;FREDRIKSTAD;LAND;800;TN
