ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;LOK_NR;LOK_NAVN;LOK_KOM;LOK_PLASS;LOK_KAP;LOK_ENHET
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;13185;BJØRNSØYA;DØNNA;LAND;2000;TN
937843860;BIOMAR A.S.;BOLSTADS VEI 24;8430;MYRE;13284;SJØLYST;DØNNA;SJØ;260;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;11015;BRATTHOLMEN;HERØY I NORDLAND;SJØ;5460;TN
920935869;BOGEN AQUA AS;C/O FJORDSMOLT AS, FJORDVEIEN 832;9446;GROVFJORD;45062;SLAGGEN;EVENES;LAND;0;STK
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;34297;STABBEN;TJELDSUND;SJØ;6240;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;21795;SKARVHAUSEN;LØDINGEN;SJØ;3120;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;20316;KORSNES;HADSEL;SJØ;3900;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;13291;SOLØYA;FLAKSTAD;SJØ;3120;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;11168;ODDVÆRSÆTRA;VÅGAN;SJØ;1560;TN
991193332;NORDLAKS SMOLT AS;STRAUMSNES;8260;INNHAVET;11213;NUSFJORD;FLAKSTAD;LAND;0;STK
971129735;SILVER SEED AS;BOKS 56;8320;SKROVA;11220;MØLNARODDEN;FLAKSTAD;LAND;0;STK
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;20075;TJAJNELUOKTA;HAMARØY;SJØ;3120;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;31317;BJØRKVIK;HAMARØY;SJØ;3600;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;30957;SALALUOKTA;HAMARØY;SJØ;3120;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;30637;RAHKASLUOKTA;HAMARØY;SJØ;3120;TN
991952829;ELLINGSEN SEAFOOD AS;POSTBOKS 56;8320;SKROVA;25736;JOSOMMARSET;HAMARØY;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;11087;BUKKØYA Ø;RØDØY;SJØ;3600;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;15655;HJARTØY N;NESNA;SJØ;1560;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;23816;NORDBOTNET;NESNA;SJØ;4680;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;29376;SUNDSØY;DØNNA;SJØ;3900;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;36037;KLIPEN;LEIRFJORD;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11269;JEKTVIKA I;SØRFOLD;SJØ;1560;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;13290;STIGVIKA;GILDESKÅL;SJØ;2860;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;19975;ØYA;GILDESKÅL;LAND;30000000;STK
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;22995;OLDERVIK;GILDESKÅL;SJØ;1560;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;30857;LEIRVIK;GILDESKÅL;SJØ;3120;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;11122;RØSSØYA N;GILDESKÅL;SJØ;3120;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;21397;MIDT FEMRIS;GILDESKÅL;SJØ;2700;TN
950912278;GILDESKÅL FORSKNINGSSTASJON AS;ØYA 49;8140;INNDYR;11116;LANGHOLMEN;GILDESKÅL;SJØ;780;TN
882201252;SALTEN N950 AS;ARNØYVEIEN 1;8135;SØRARNØY;28856;SKAUHOLMEN;GILDESKÅL;SJØ;780;TN
991692800;HELGELAND SMOLT AS;SUNDSFJORD;8120;NYGÅRDSJØEN;29316;SUNDSFJORD;GILDESKÅL;LAND;0;TN
996198944;ORGANIC SEAFARM AS;C/O ARCTIC SEAFOOD GROUP AS, NYGÅRDSSJØEN;8120;NYGÅRDSJØEN;11112;KJERKVIKA;GILDESKÅL;SJØ;780;TN
996198944;ORGANIC SEAFARM AS;C/O ARCTIC SEAFOOD GROUP AS, NYGÅRDSSJØEN;8120;NYGÅRDSJØEN;18717;HAMMARVIKA;GILDESKÅL;SJØ;780;TN
996198944;ORGANIC SEAFARM AS;C/O ARCTIC SEAFOOD GROUP AS, NYGÅRDSSJØEN;8120;NYGÅRDSJØEN;45037;Kjølvika I;GILDESKÅL;SJØ;780;TN
950912278;GILDESKÅL FORSKNINGSSTASJON AS;ØYA 49;8140;INNDYR;30977;ÆSØYA;VESTVÅGØY;SJØ;1560;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;16939;FORNES;LØDINGEN;SJØ;5340;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;21516;HULLØYHAMN Ø;HAMARØY;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;29096;GRØTTØY;HADSEL;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;10505;DRAGNES;HADSEL;SJØ;3900;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11162;BULLATHOLMEN;HADSEL;SJØ;1560;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11241;BERGVIKODDEN;HADSEL;SJØ;1300;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13047;VÅTVIKA;VÅGAN;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13527;FINNKJERKA;HADSEL;SJØ;5460;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;19278;FORSÅSTORVIKA;HAMARØY;SJØ;6240;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;32997;RAVEN;VÅGAN;SJØ;4680;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;45049;Bergkråa;NARVIK;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13593;STORFJELL;VÅGAN;SJØ;4680;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13782;HELGENESHAMN;HADSEL;SJØ;2340;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13936;SØRVIKA;HADSEL;SJØ;2340;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;32697;STEILO;HADSEL;SJØ;3900;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11318;HALLVARDØY;LØDINGEN;SJØ;4680;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13296;SANDNES Ø;HADSEL;SJØ;2340;TN
976725859;NORDLAKS PRODUKTER AS;POSTBOKS 224;8455;STOKMARKNES;11230;BØRØYA SLAKTEMERD;HADSEL;SJØ;1200;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;36118;BREMNESØYA;SORTLAND;SJØ;3900;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;34637;LANGHOLMEN N;HADSEL;SJØ;3120;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;33477;REINSNESØYA;SORTLAND;SJØ;5500;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;33117;DJUPVIK;SORTLAND;SJØ;1280;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;45010;Holand;SORTLAND;SJØ;3120;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;11410;LITLEØYA;SORTLAND;SJØ;1280;TN
964982953;NORDLAND FYLKESKOMMUNE;POSTBOKS 1485, FYLKESHUSET;8048;BODØ;32497;DALJORDA;SORTLAND;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;39777;YTRE HADSELØYA;HADSEL;SJØ;10000;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;11238;LANGØYHOVDEN;ØKSNES;SJØ;3120;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;33457;ÅNDERBAKK;STEIGEN;SJØ;3900;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;30176;FLEHAMMER;STEIGEN;SJØ;4000;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;20897;GISLØY S;ØKSNES;SJØ;3900;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13592;HAMMER;STEIGEN;SJØ;3600;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;11315;HELLARVIKA;STEIGEN;SJØ;5000;TN
991193332;NORDLAKS SMOLT AS;STRAUMSNES;8260;INNHAVET;11296;INNHAVET;HAMARØY;LAND;0;STK
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;10518;HORSVÅGEN;HAMARØY;SJØ;3599;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;45077;ØRNHAUGNESET;HAMARØY;SJØ;3600;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;20876;BØRØYA;ØKSNES;SJØ;3120;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13412;DYPEIDET;ØKSNES;SJØ;2340;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;11303;VEGGFJELL;HAMARØY;SJØ;5500;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;11312;SVARTFJELL;STEIGEN;SJØ;4300;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;11320;OKSØY;STEIGEN;SJØ;5400;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13139;MARTNESVIKA;STEIGEN;SJØ;6000;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13931;HJARTØY Ø;STEIGEN;SJØ;5460;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;30156;ANEVIK;STEIGEN;SJØ;5400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;27976;BUKKHOLMEN;ALSTAHAUG;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10447;MEFALDSKJÆRET;ALSTAHAUG;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;31857;BLOMSØRÅSA;ALSTAHAUG;SJØ;3120;TN
961288983;SELØY SJØFARM AS;HERØY;8850;HERØY;45081;LANGØYA;HERØY I NORDLAND;SJØ;3120;TN
961288983;SELØY SJØFARM AS;HERØY;8850;HERØY;33297;NYE SKORPA;DØNNA;SJØ;2560;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;10961;SKONSENG;VEFSN;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13125;STORVIKA;MELØY;SJØ;4680;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;18936;IGERØY Ø;VEGA;SJØ;4500;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;24295;ISBERGAN;MELØY;SJØ;3600;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;33157;SKOGSHOLMEN;VEGA;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10513;NEDRE KVARV;SØRFOLD;SJØ;5400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;36117;MATVIKA;SØRFOLD;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;26815;HESTØY;HERØY I NORDLAND;SJØ;1600;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;28676;OLVIKA;LURØY;SJØ;3900;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;17235;ØRNES;LURØY;SJØ;3120;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;13765;BREIVIKEN;LURØY;SJØ;1560;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;36517;SELSØYVÆR;RØDØY;SJØ;3120;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;33657;MOVIKODDEN N;LURØY;SJØ;3120;TN
947672134;KVARØY FISKEOPPDRETT A/S;INDRE KVARØY;8743;INDRE KVARØY;36337;VARDSKJÆRET S;LURØY;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;45080;HESTVIK;RØDØY;SJØ;3600;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;26675;LEIRHOLMEN;LURØY;SJØ;1560;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;28896;STANGHOLMEN;RØDØY;SJØ;3120;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;45002;Korsvika;LURØY;SJØ;3600;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;10974;STORE BUKKØY N;LURØY;SJØ;3600;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;15118;KALVØYA;LURØY;SJØ;3120;TN
940333067;LOVUNDLAKS AS;POSTBOKS 4;8764;LOVUND;21337;KVEITHOLMEN;LURØY;SJØ;2340;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;10978;NAUSTHOLMEN;LURØY;SJØ;520;TN
935386144;VIGNER OLAISEN AS;POSTBOKS 41;8764;LOVUND;33277;LOVUND SMOLT;LURØY;LAND;750;TN
916774605;LAX EXPO AS;POSTBOKS 34;8764;LOVUND;36217;KALVHYLLA;VEVELSTAD;SJØ;4680;TN
916774605;LAX EXPO AS;POSTBOKS 34;8764;LOVUND;22796;RENGA S;RØDØY;SJØ;4680;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;45023;Varpet;LURØY;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;28956;MELØYSJØEN;MELØY;SJØ;4680;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;13006;HESTHOLMEN N;GILDESKÅL;SJØ;4680;TN
966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;14795;RINØYVÅG Ø;LØDINGEN;SJØ;1560;TN
966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;14796;FISKEFJORDEN;LØDINGEN;SJØ;1560;TN
966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;36497;LILLE DJUPFEST;LØDINGEN;SJØ;3400;TN
966384379;MORTENLAKS AS;ERIKSTAD;8410;LØDINGEN;11298;STORØYA NØ;LØDINGEN;SJØ;1560;TN
884625882;LØDINGEN FISK AS;VESTBYGDVEGEN 1158;8412;VESTBYGD;11313;HUSTADSTRANDA;LØDINGEN;LAND;8000000;STK
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;45099;GRØNNSTRANDA;NARVIK;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;29776;TEKSMONA;MELØY;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;30097;DJUPVIK;RØDØY;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;45140;RENGA N;RØDØY;SJØ;3120;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;11072;RENDALSVIK;MELØY;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13188;GLOMFJORD I;MELØY;LAND;1400;TN
961056268;NOVA SEA AS;POSTBOKS 34;8764;LOVUND;11138;SKÅLSVIKA;MELØY;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11127;GLOMFJORD III;MELØY;LAND;1400;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;24016;GLOMFJORD II;MELØY;LAND;2500000;STK
989713264;NORDLAND AKVA AS;ÅMØYHAMNVEIEN 285;8170;ENGAVÅGEN;26375;ÅMØYA;MELØY;LAND;0;STK
991692800;HELGELAND SMOLT AS;SUNDSFJORD;8120;NYGÅRDSJØEN;45052;KILVIK;MELØY;LAND;10000000;STK
920624804;A.S.L. AS;POSTBOKS 1052;8602;MO I RANA;45118;LANGSETVÅGEN;NESNA;LAND;15000;TN
991692800;HELGELAND SMOLT AS;SUNDSFJORD;8120;NYGÅRDSJØEN;34097;REPPEN;RØDØY;LAND;0;STK
922699453;GIGANTE SALMON RØDØY AS;SJØGATA 21;8006;BODØ;45063;ROSØY;RØDØY;LAND;13731;TN
991692800;HELGELAND SMOLT AS;SUNDSFJORD;8120;NYGÅRDSJØEN;45137;KLUBBAN I;RØDØY;LAND;10000000;STK
976969413;KVARØY SMOLT AS;POSTBOKS 500;8601;MO I RANA;11066;MO INDUSTRIPARK;RANA;LAND;1000000;STK
976969413;KVARØY SMOLT AS;POSTBOKS 500;8601;MO I RANA;11064;MO INDUSTRIPARK;RANA;LAND;1000000;STK
976969413;KVARØY SMOLT AS;POSTBOKS 500;8601;MO I RANA;11067;MO INDUSTRIPARK;RANA;LAND;2500000;STK
976969413;KVARØY SMOLT AS;POSTBOKS 500;8601;MO I RANA;11065;MO INDUSTRIPARK II;RANA;LAND;1000000;STK
982671809;SALTEN SMOLT AS;MØLNHÅGEN 2;8103;BREIVIK I SALTEN;13811;BREIVIKA;BODØ;LAND;0;STK
987520507;SISOMAR AS;STRAUMEN;8226;STRAUMEN;11264;TROLLBUKTA;SØRFOLD;LAND;12000000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;29576;KALVIK;SØRFOLD;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;19235;VINDVIKA;BODØ;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13297;KINES;SØRFOLD;SJØ;3900;TN
991193332;NORDLAKS SMOLT AS;STRAUMSNES;8260;INNHAVET;15315;MASTERMOVIKA II;SØRFOLD;LAND;1000;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;45004;Mulen;STEIGEN;SJØ;3600;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13935;HOLMVÅG;STEIGEN;LAND;0;STK
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;45014;Nordfoldleira I;STEIGEN;SJØ;3120;TN
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;13191;DYPING;STEIGEN;LAND;0;STK
0;KRISTIANSEN, JAN BØRRE;LEINESVEIEN 241;8285;LEINES;21355;NYGÅRD;STEIGEN;LAND;70;KG
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;33217;FORSAN;STEIGEN;LAND;0;STK
995262894;NORDNORSK STAMFISK AS;NORDFOLD;8286;NORDFOLD;11290;STORMNESET;HAMARØY;SJØ;3120;TN
995262894;NORDNORSK STAMFISK AS;NORDFOLD;8286;NORDFOLD;21176;RISVIK;HAMARØY;SJØ;3120;TN
995262894;NORDNORSK STAMFISK AS;NORDFOLD;8286;NORDFOLD;34037;KRÅKÅSEN;STEIGEN;SJØ;780;TN
995262894;NORDNORSK STAMFISK AS;NORDFOLD;8286;NORDFOLD;35417;SANDØYA;STEIGEN;SJØ;780;TN
995262894;NORDNORSK STAMFISK AS;NORDFOLD;8286;NORDFOLD;10503;BOGEN;STEIGEN;LAND;0;STK
961922976;CERMAQ NORWAY AS;NORDFOLDVEIEN 165;8286;NORDFOLD;38017;STORSKJÆRET;STEIGEN;SJØ;1800;TN
982671809;SALTEN SMOLT AS;MØLNHÅGEN 2;8103;BREIVIK I SALTEN;11263;STEPPAN;SALTDAL;LAND;4500000;STK
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;11413;SANDAN SØ;ØKSNES;SJØ;2340;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;22435;STRETARNESET;HADSEL;SJØ;3120;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;13595;KUNESET;SORTLAND;SJØ;3120;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;13594;TROLLØYA SV;SORTLAND;SJØ;3120;TN
958023685;EIDSFJORD SJØFARM AS;POSTBOKS 84;8401;SORTLAND;11405;INNERBROKLØYSA;SORTLAND;SJØ;3120;TN
916198191;GAIA SALMON AS;LAPPHELLVEGEN 11;8640;HEMNESBERGET;38937;GALTENESET;TRÆNA;LAND;2900;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;35677;BROTTØY;HADSEL;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;27996;KALVHODET;VÅGAN;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;13293;MOLGAVLEN;VÅGAN;SJØ;3120;TN
925193895;POLARSMOLT AS;KLEPPSTADVEIEN 7;8313;KLEPPSTAD;10496;FRAMNES;VÅGAN;LAND;0;STK
925193895;POLARSMOLT AS;KLEPPSTADVEIEN 7;8313;KLEPPSTAD;11180;BRENNA;VÅGAN;LAND;1000000;STK
974558505;LAUKVIK SKOLE;RÅDHUSET;8315;LAUKVIK;11175;STRØMNES SKOLE;VÅGAN;LAND;100;STK
997021274;AQUAVISNING AS;POSTBOKS 224;8455;STOKMARKNES;11176;ALTEROSEN LAND;VÅGAN;LAND;78;TN
997021274;AQUAVISNING AS;POSTBOKS 224;8455;STOKMARKNES;11179;ALTEROSEN;VÅGAN;SJØ;78;TN
983880029;LOFOTEN SALMON AS;GRAVERMARK;8313;KLEPPSTAD;39357;LANDFASTØYA;VÅGAN;LAND;3100;TN
978647103;GRYTÅGA SETTEFISK AS;POSTBOKS 14;8801;SANDNESSJØEN;10948;GRYTÅGA;VEFSN;LAND;760;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;45068;GRÆNHOLMEN;VESTVÅGØY;SJØ;1576;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;34717;EIDISHOLMAN;VESTVÅGØY;SJØ;1560;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;11193;GAMSKJÆRAN;VESTVÅGØY;SJØ;1560;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;20096;SANDHOLMAN;VESTVÅGØY;SJØ;780;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;13009;KJEØYA N;VESTVÅGØY;SJØ;780;TN
952217860;ISQUEEN AS;URE;8370;LEKNES;11198;GEITERØYA I;VESTVÅGØY;SJØ;1560;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;11201;KOLVIKODDEN Ø;VESTVÅGØY;SJØ;1560;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;36817;KARISKJÆRET;BODØ;SJØ;2340;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;34997;BJØRNØYA;BODØ;SJØ;2340;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;11205;OTERHOLMEN I;VESTVÅGØY;SJØ;1560;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;39997;HELLIGVÆR Ø;BODØ;SJØ;2340;TN
943609551;LOFOTEN SJØPRODUKTER AS;MORTSUNDVEIEN 379;8370;LEKNES;29516;MORTSUND;VESTVÅGØY;SJØ;300;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;13530;SJÅNESET;ØKSNES;SJØ;3120;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;11225;JUVÅGEN;ØKSNES;SJØ;2340;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;40118;SVINDALEN I;ANDØY;SJØ;3184;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;13784;HØYDALSVIKA;ØKSNES;SJØ;3120;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;16216;LØNSKOG;ØKSNES;SJØ;1560;TN
945095016;ØYFISK AS;HAVNEGATA 3;8430;MYRE;34357;GISLØY NØ;ØKSNES;SJØ;2340;TN
911715503;ELVENESSTRAND EIENDOM AS;POSTBOKS 353;8439;MYRE;13940;NYKSUND;ØKSNES;LAND;300000;STK
939612424;ELVENESSTRAND SMOLT AS;POSTBOKS 353;8439;MYRE;13943;ELVENESSTRAND;ØKSNES;LAND;600000;STK
948927241;ALSVÅG LAKSESLAKTERI AS;ANNA ERIKSENS VEI 8;8432;ALSVÅG;11416;ALSVÅG;ØKSNES;SJØ;439;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13271;ALMURDEN;FLATANGER;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;26795;AUSTVIKA;FLATANGER;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12625;BJØRGAN;FLATANGER;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12624;FEØYVIKA;FLATANGER;SJØ;5460;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;12633;LYRNESSET;FLATANGER;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;31877;BARØYA;NAMSOS;SJØ;2860;TN
