,localityNo,year,cleanerFish,comment,count,countCategory,countEstimated,countType,county,countyCode,createdDate,date,description,globalId,lastEditedDate,localityCapacity,localityName,municipalityNumber,objectId,parentId,recaptureDescription,recaptureStarted,recapturesCompleted,size,sizeEstimated,species,status,statusLocality,waterEnvironment,waterEnvironmentCode,week
351,12624,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,13881,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,31157,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,13624,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,11219,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,13527,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,30737,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,11353,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,17135,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,31398,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,11433,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,11433,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,14796,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,10123,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,12073,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,10803,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,10581,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,11851,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,13840,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,22115,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,26775,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,10060,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,32597,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,10544,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,22515,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,11833,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,19336,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,12800,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,39957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,36138,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,25835,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,13826,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,27536,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,30176,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,29296,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,13494,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,12407,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,11355,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,12315,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,23015,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,25895,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,29876,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,21335,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,21055,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,21055,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,11325,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,13958,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,35597,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,13626,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,16939,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,17175,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,33697,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,33217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,19278,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,19515,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,10880,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,11893,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,12518,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,10121,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,13717,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,38917,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,13896,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,10496,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,35778,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,13140,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,26935,2022,True,,0,0,0,estimert #,TROMS OG FINNMARK,54.0,2022-07-03T00:48:49+02:00,2022-04-01T06:39:00+02:00,"Vi tror det har skjedd i forbindelse med den pågående vaskingen, men vi kan ikke si det med sikkerhet. Det opplyses etter hvert at det mangler håndlistkrok rett ovenfor hvor hullet er oppdaget. Det som sannsynligvis har skjedd er at krok har løsnet fra håndlist og falt inn i merd og festet seg hvor hullet ble oppdaget. Når vasking starter vises ikke kroken på grunn av groen og vaskes presser kroken nedover og resulterer i hullet som oppdager omgående. Dykker som reparerer finner kroken nedenfor hullet på 30 meter. Hullet oppdages slik vi ser det omtrent samtidig med at det oppstår. Fare for rømming av fisk anses derfor som umulig. ",{3406ED34-FB9C-4E20-8391-7FF768977EA9},2022-07-03T00:48:53+02:00,2700.0,FROVÅGNESET,5421.0,88341.0,2570.0,Det er satt ut garn rundt merden tilpasset fiskestørrelsen. Om det fanges laks vil området for gjenfangst utvides,True,0.0,2.06,2.06,Laks,Del 1 oppdatert,KLARERT,SALTVANN,Salt,13.0
417,31437,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,19115,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,19115,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,13167,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,11736,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,22015,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,39917,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,11814,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,13669,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,13058,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,10747,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,13874,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,39677,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,39678,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,12891,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,31657,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,38937,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,31297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,11193,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,35537,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,12078,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,11798,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,12264,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,11667,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,10317,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,39597,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,12396,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,38757,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,13021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,34217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,45047,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,11198,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,26335,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,31357,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,34357,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,20897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,11530,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,11589,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,24315,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,24196,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,13036,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,25695,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,33617,2022,False,,,0,0,estimert #,MØRE OG ROMSDAL,15.0,2022-07-03T00:48:49+02:00,2022-07-02T11:15:00+02:00,,{EBF526F6-4BF5-4648-9ABB-9FE6CD335D71},2022-07-03T00:48:49+02:00,4680.0,GJERDE,1576.0,88364.0,2600.0,Satt garn fra bøye til bøye rundt aktuelle merd,True,0.0,0.232,0.232,Laks,Del 1,KLARERT,SALTVANN,Salt,26.0
460,10324,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,12714,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,13852,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,20276,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,31717,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,31717,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,11365,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,11795,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,17935,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,37877,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,45065,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,11333,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,10754,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,13188,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,24016,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,11127,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,40297,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,10734,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,45068,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,34617,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,32037,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,11690,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,11907,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,11657,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,32917,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,11559,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,13620,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,11771,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,13547,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,45099,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,45005,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,12435,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,29096,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,13856,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,17177,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,24615,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,10948,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,33597,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,12265,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,14035,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,10318,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,24735,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,12723,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,33357,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,12789,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,32317,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,11851,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,37337,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,39537,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,33757,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,29697,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,19995,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,22095,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,16755,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,13949,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,12246,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,13886,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,38777,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,36737,2022,False,,1,1-10,1-10,endelig #,NORDLAND,18.0,2022-07-03T00:48:49+02:00,2022-06-10T09:30:00+02:00,Eleven skulle gi håven til annen skoleelev fikk vridning på håven i forbindelse med dette og laksen falt ut.,{F6D95263-7A29-4E20-BFBA-122C5783EBCE},2022-07-03T00:49:43+02:00,3120.0,HALLSTEINHAMN I,1804.0,88355.0,2591.0,,False,1.0,2.5,2.5,Laks,Del 2,KLARERT,SALTVANN,Salt,23.0
519,11318,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,36937,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,18175,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,18639,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,12895,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,18717,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,13592,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,13996,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,10783,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,38057,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,12860,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,31577,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,31897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,12011,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,36617,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,38217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,39217,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,32817,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,11643,2022,False,,1746,1000-10000,1000-10000,endelig #,VESTLAND,46.0,2022-07-03T00:48:49+02:00,2022-01-10T22:00:00+01:00,Rennen fra avlusingsfartøy havnet utenfor merd,{AA056CAE-B656-47F6-A138-5C721CEE003C},2022-07-03T00:49:43+02:00,2340.0,HATLEM Ø,4637.0,88339.0,2549.0,"Garn etter prosedyre.
Fiksere blir kontaktet i morgen.",True,1.0,2.5,3.2,Regnbueørret,Del 2,KLARERT,SALTVANN,Salt,2.0
538,11511,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,26615,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,12708,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,13486,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,13160,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,36178,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,36178,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,30257,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,45115,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,11740,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,24035,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,36778,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,13273,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,30897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,12896,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,10425,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,13503,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,13838,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,32737,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,13782,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,11969,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,11783,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,36277,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,10194,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,11335,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,11315,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,11898,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,45127,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,14679,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,12590,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,39997,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,22235,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,14176,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,12398,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,27376,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,13598,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,13157,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,12165,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,11920,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,22596,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,21957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,13235,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,18015,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,13119,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,21235,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,13006,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,14136,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,26815,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,11792,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,34677,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,45080,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,26955,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,33797,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,34017,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,31177,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,10300,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,11538,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,10410,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,12036,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,10291,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,13643,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,32417,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,15655,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,13931,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,10808,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,10576,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,13166,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,13672,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,37937,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,12483,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,31257,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,35197,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,33957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,38097,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,10536,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,13292,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,12964,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,12871,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,30377,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,30377,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,45010,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,17176,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,11953,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,11571,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,11503,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,13935,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,12035,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,12897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,12898,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,10484,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,10385,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,31417,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,32757,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,14882,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,12543,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,10518,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,45075,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,12571,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,33218,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,28056,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,39437,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,13337,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,12888,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,10286,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,12890,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,13784,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,13231,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,19939,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,11786,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,21715,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,21516,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,25235,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,45038,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,10796,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,32777,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,27856,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,11897,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,12410,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,39477,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,39377,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,21016,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,11313,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,11356,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,34397,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,11251,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,17855,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,18936,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,27095,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,12397,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,38997,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,10240,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,12115,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,12116,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,12116,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,11954,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,10114,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,29756,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,38617,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,40157,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,10768,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,10768,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,10767,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,10767,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,25395,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,33057,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,13236,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,12599,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,11957,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,11555,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,11555,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,11555,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,13189,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,11405,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,12634,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,11296,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,13654,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,12224,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
